Make,Model,Nickname,Car Gender,Buyer Gender,Buyer Age,Buzzword,Country,City,Dealer Latitude,Dealer Longitude,Color,New Car,Purchase Date,Sale Price,Discount,Resell Price,5-yr Depreciation,Top Speed,0-60 Time
Hyundai,Tiburon,Truman,Male,Male,38,conglomeration,China,Yong’an,25.941937,117.365052,Violet,TRUE,16/10/2005,19734.22,0.21,28896.49,0.14,136.1,4.2
Lexus,IS,Josi,Male,Female,70,upward-trending,Argentina,Termas de Río Hondo,-37.9867271,-57.6075687,Teal,FALSE,24/09/2006,60077.72,0.0152,26303.2,0.17,191.5,4.5
Ford,Escort,Emilia,Female,Female,59,Cross-group,Russia,Orël,53.2085624,36.7528817,Purple,TRUE,09/06/2004,64439.75,0.5273,29257.04,0.09,142.1,14.3
Jaguar,S-Type,Guthrey,Female,Male,72,product,United States,Little Rock,34.6741181,-92.3517526,Blue,FALSE,27/02/2005,86748.59,0.067,5037.13,0.1,223.8,3.9
Chevrolet,Astro,Basilius,Female,Male,66,homogeneous,Czech Republic,Všemina,49.2809997,17.876832,Aquamarine,TRUE,25/05/2012,46663.58,0.6828,49379.38,0.23,205.1,14.1
Mercury,Milan,Silvie,Female,Female,52,Assimilated,Macedonia,Jankovec,41.11028,21.01139,Indigo,FALSE,28/07/2006,89964.45,0.5775,14374.04,0.19,190.3,10.1
Cadillac,DeVille,Osborne,Male,Male,36,Monitored,Bangladesh,Maulavi Bāzār,24.3095344,91.7314903,Crimson,FALSE,26/06/2018,43144.03,0.1157,6430.02,0.23,180,13
Acura,Integra,Nevins,Female,Male,49,Visionary,Marshall Islands,Ebaye,8.7814708,167.7373396,Maroon,TRUE,16/06/2004,69640.91,0.2762,31010.76,0.01,179,14.3
Dodge,Avenger,Alphonso,Female,Male,58,access,Greece,Kostakioí,39.1365314,20.9594987,Khaki,TRUE,07/10/2016,89198.61,0.5389,28253.9,0.1,237.8,3.2
Cadillac,Escalade ESV,Taddeo,Female,Male,42,zero administration,China,Haolibao,42.654146,122.749282,Orange,TRUE,03/07/2017,15876.52,0.2664,4737.84,0.06,136.2,4.8
Chevrolet,Silverado 2500,Griffin,Male,Male,45,matrices,Greece,Langádhia,37.6818606,22.0300208,Mauv,TRUE,12/05/2008,30012.97,0.4255,11577.46,0.08,137.9,2.8
Dodge,Viper,Salomon,Male,Male,58,Sharable,Afghanistan,Mīrābād,30.4302577,61.8321457,Goldenrod,TRUE,29/06/2010,42488.28,0.4783,13843.73,0.23,122.5,2.9
Nissan,Frontier,Nikita,Female,Male,55,ability,Ivory Coast,Danané,7.2676037,-8.1447804,Teal,FALSE,08/09/2007,66581.25,0.3403,12377.78,0.24,144.1,12.6
Subaru,Legacy,Morrie,Female,Male,35,bandwidth-monitored,Pakistan,Alīābad,28.1732341,68.0179319,Goldenrod,TRUE,08/06/2008,20406.2,0.4344,46480.86,0.07,218.2,12.5
Mercury,Cougar,Colly,Male,Female,47,systematic,Poland,Ełk,53.8249945,22.3619798,Maroon,TRUE,15/03/2013,95154.31,0.3394,16163.57,0.17,195.5,9.3
Ford,Taurus X,Kiri,Female,Female,53,Networked,Argentina,Bella Vista,-34.5941789,-58.7294973,Pink,FALSE,13/10/2018,37977.03,0.0831,36470.86,0.19,212,4.1
Lexus,GS,Cirilo,Male,Male,61,Persevering,Poland,Straszydle,49.896245,21.959222,Fuscia,TRUE,30/06/2005,58757.2,0.4194,22332.21,0.22,150.2,13.1
Lamborghini,Diablo,Cosme,Female,Male,75,Reduced,Belarus,Kruhlaye,54.2395971,29.6623761,Pink,TRUE,17/11/2004,17370.78,0.0103,3398.33,0.07,181.8,7.7
Volvo,S70,Merridie,Female,Female,64,Up-sized,Brazil,Piraí,-22.602558,-43.9055155,Puce,FALSE,19/06/2019,56005.37,0.6546,11413.38,0.15,198.1,11.4
Volkswagen,Passat,Balduin,Female,Male,47,interactive,Poland,Tworków,50.0144436,18.2125197,Indigo,FALSE,29/08/2006,35613.39,0.6773,6553.77,0.17,247,10.9
Jeep,Commander,Percival,Male,Male,48,explicit,Chad,Benoy,8.9909734,16.3169479,Violet,FALSE,28/05/2005,71355.55,0.1758,30635.45,0.1,164.1,4.2
Acura,RL,Standford,Male,Male,23,Multi-lateral,Czech Republic,Horní Libina,49.8687559,17.0138788,Puce,TRUE,01/09/2003,23003.56,0.3538,47384.41,0.07,188.6,12.8
Pontiac,Fiero,Nat,Male,Male,58,contextually-based,Sweden,Hudiksvall,61.8245883,16.1406946,Aquamarine,TRUE,24/11/2002,90738.28,0.6216,12927.4,0.22,149.6,11.3
Subaru,Legacy,Dwayne,Female,Male,57,Synchronised,Russia,Borisova Griva,60.0828404,30.9877334,Yellow,FALSE,04/08/2018,91751.78,0.6562,41539.07,0.14,155.7,9.5
Audi,A8,Ives,Female,Male,49,interactive,Canada,Joliette,46.0285851,-73.4499872,Blue,TRUE,05/03/2018,97603.5,0.3719,35986.06,0.16,157.8,7.6
Pontiac,Grand Prix,Leshia,Male,Female,57,demand-driven,Philippines,Tinalmud,13.6333332,122.8833313,Green,TRUE,12/10/2002,44660.94,0.0829,8156.56,0.04,248.9,12.6
Lincoln,MKS,Shina,Female,Female,65,directional,Laos,Bolikhan,18.56286,103.72671,Khaki,FALSE,25/06/2012,68262.9,0.5492,49450.94,0.1,141.4,3.8
Mazda,MX-5,Hart,Male,Male,59,value-added,Portugal,Mirandela,41.4853545,-7.1808711,Aquamarine,TRUE,20/12/2005,29815.67,0.2409,18509.86,0.19,213.1,4.6
Ford,Taurus,Liz,Male,Female,27,alliance,Russia,Turinsk,58.041296,63.6850141,Puce,FALSE,30/06/2017,39717.27,0.6952,37235.47,0.21,149.8,2.5
BMW,7 Series,Elvis,Male,Male,61,time-frame,Macedonia,Jankovec,41.11028,21.01139,Green,FALSE,24/11/2013,87750.21,0.5821,16133.57,0.07,121.3,9.3
Volkswagen,Jetta,Towney,Female,Male,24,intangible,Mauritius,Centre de Flacq,-20.2029069,57.7289398,Violet,TRUE,22/03/2018,65931.45,0.0035,14043.49,0.11,134.9,9.2
Volkswagen,riolet,Gusti,Male,Female,38,mobile,Benin,Savé,8.0335995,2.4851463,Khaki,FALSE,31/07/2018,33279.32,0.307,13906.32,0.09,200.3,9.2
Mercury,Grand Marquis,Raynard,Male,Male,51,time-frame,Tajikistan,Proletar,40.1507542,69.4903717,Indigo,TRUE,31/07/2003,56639.55,0.5781,6514.45,0.2,129.6,8.8
Ford,Expedition EL,Darrelle,Male,Female,41,matrix,Lithuania,Viekšniai,56.23333,22.51667,Puce,TRUE,16/10/2006,17320.92,0.1008,46084.6,0.24,229.1,11.9
Pontiac,Grand Prix,Alexandr,Female,Male,34,Inverse,Ukraine,Verblyany,50.0478165,23.4271937,Aquamarine,FALSE,30/12/2009,41401.49,0.2927,30276.63,0.16,136.3,6.7
Acura,Integra,Courtnay,Female,Female,27,holistic,China,Banjiang,24.036405,114.559938,Goldenrod,TRUE,02/12/2011,18495.01,0.4895,3843.06,0.21,238.4,2.8
Land Rover,Range Rover Sport,Blisse,Female,Female,21,data-warehouse,China,Altunemil,46.11923,83.09014,Crimson,TRUE,04/09/2007,12398.09,0.2396,2189.36,0.1,203.8,9.8
Mercury,Sable,Gabriella,Male,Female,57,concept,China,Hongshan,22.517585,113.39277,Red,FALSE,16/02/2002,25059.67,0.4621,39553.83,0.04,173.4,14.7
Mercedes-Benz,600SEC,Joby,Male,Female,40,Vision-oriented,Madagascar,Ambovombe,-25.1720132,46.0897124,Aquamarine,FALSE,22/10/2003,14587.55,0.5301,43961.46,0.2,217.6,6.6
Chevrolet,Monte Carlo,Tobit,Male,Male,67,Triple-buffered,Czech Republic,Nový Hrozenkov,49.3496761,18.180271,Teal,TRUE,01/01/2016,43704.11,0.0616,42654.44,0.24,154,7.1
Saab,900,Eugen,Male,Male,32,service-desk,Thailand,Sukhirin,5.9532298,101.6954435,Indigo,TRUE,07/09/2011,24548.73,0.0759,31323.01,0.2,159,6.6
GMC,Savana 2500,Caitrin,Male,Female,51,methodology,Indonesia,Patemon,-7.6162571,109.5285442,Mauv,TRUE,04/10/2020,95604.77,0.5152,33037,0.14,222.7,8.3
Pontiac,Montana,Leena,Female,Female,44,solution-oriented,Thailand,Phibun Mangsahan,15.2510231,105.2316427,Orange,TRUE,02/03/2016,24548.36,0.5084,37171.68,0.24,227.8,6.5
Volkswagen,Passat,Celisse,Male,Female,69,Triple-buffered,Philippines,Lucban,13.9327517,121.6158104,Teal,TRUE,11/02/2016,76207.85,0.6616,16759.43,0.19,161.3,2.5
Chevrolet,Corvette,Frederich,Female,Male,44,4th generation,Philippines,Tagum,7.4804449,125.7515646,Yellow,FALSE,17/09/2007,99238.24,0.3514,44387.17,0.15,229.8,6.8
BMW,7 Series,Minne,Male,Female,34,composite,United States,Columbus,39.9602601,-83.0092803,Red,FALSE,20/09/2007,61539.74,0.5515,30967.95,0.21,211.2,5.5
Ford,Escort,Hazel,Male,Female,74,Customer-focused,Philippines,Balayong,13.9192331,121.4256292,Red,TRUE,16/04/2013,90547.37,0.0467,37941.62,0.07,171.2,9.3
Chevrolet,Silverado 1500,Garrek,Male,Male,32,upward-trending,France,Sainte-Geneviève-des-Bois,48.6405537,2.3269318,Orange,TRUE,11/04/2010,30298.89,0.0774,3183.76,0.09,151.9,2.6
Mazda,Mazda5,Betsey,Male,Female,65,Streamlined,China,Huangsha,23.110052,113.240664,Fuscia,FALSE,09/07/2018,41216.29,0.3585,40019.06,0.22,239.8,13.3
Volkswagen,Corrado,Lin,Female,Male,36,Fully-configurable,Ivory Coast,Séguéla,7.9601788,-6.6745042,Goldenrod,FALSE,19/12/2013,40117.01,0.2218,26346.8,0.19,227.5,13.2
Honda,Odyssey,Gib,Male,Male,58,interactive,Nigeria,Wagini,12.6972323,7.1682514,Khaki,TRUE,04/11/2002,87419.74,0.4034,21243.49,0.19,241.6,5.1
Chevrolet,Caprice Classic,Booth,Male,Male,71,full-range,Thailand,Tha Tako,15.670299,100.4846227,Puce,TRUE,13/04/2009,57316.66,0.1538,27409.82,0.09,162,13.2
Nissan,Altima,Doti,Male,Female,44,client-driven,Portugal,Torreira,40.7463865,-8.7008962,Green,FALSE,10/01/2015,93738.44,0.6176,29398.86,0.24,236.7,9.8
GMC,1500,Bobinette,Female,Female,37,logistical,China,Wuli,29.893672,110.346166,Teal,TRUE,22/09/2009,43921.14,0.6134,48997.3,0.16,225.3,6.2
Saturn,VUE,Briggs,Female,Male,43,Versatile,Indonesia,Sewon,-7.8529367,110.3606701,Fuscia,TRUE,17/02/2007,81999.99,0.554,37641.25,0.17,147.7,14.6
Subaru,XT,Christin,Male,Female,56,support,Brazil,Criciúma,-28.6727702,-49.3733771,Crimson,TRUE,14/10/2013,66131.66,0.072,13972.81,0.04,220.2,4.8
Volkswagen,Golf,Jason,Female,Male,45,open architecture,Latvia,Naukšēni,57.8852519,25.4597761,Indigo,FALSE,15/12/2003,96313.66,0.3197,3582.95,0.1,195.9,12.8
Buick,Century,Davy,Male,Male,58,Organic,Norway,Oslo,59.9522962,10.7668266,Crimson,FALSE,23/09/2013,71692.15,0.5094,24464.9,0.22,226.5,7.5
Mazda,B-Series,Mikel,Male,Male,68,paradigm,Indonesia,Karangkancana,-7.0964497,108.6828838,Purple,FALSE,24/07/2013,51111.15,0.0936,48926.24,0.2,131.1,9.2
Pontiac,Firebird,Mia,Male,Female,57,Centralized,Mexico,Altavista,31.7394146,-106.4177672,Crimson,TRUE,01/05/2013,63525.55,0.0453,28720.06,0.14,229.8,13.3
Ford,Contour,Duffie,Male,Male,27,executive,China,Huangshi,30.20003,115.038835,Crimson,FALSE,21/03/2010,93552.55,0.2188,32758.51,0.12,142.4,4.8
Eagle,Vision,Yard,Male,Male,35,explicit,Russia,Yug,57.737194,56.174166,Goldenrod,TRUE,13/07/2010,28260.12,0.6152,13618.28,0.16,125.3,9.5
Audi,A6,Dorthea,Female,Female,22,challenge,Poland,Lublin,51.2760107,22.5807371,Turquoise,FALSE,06/09/2019,57222.05,0.2212,40756.17,0.03,179.1,5.4
Jaguar,XJ Series,Frannie,Male,Female,55,Exclusive,Japan,Fussa,35.7418174,139.3234464,Green,TRUE,07/03/2019,24523,0.3774,9197.22,0.08,223.9,6.8
Porsche,Boxster,Pat,Male,Male,20,responsive,Indonesia,Ngepoh Kidul,-7.8121361,113.2424227,Yellow,FALSE,10/10/2003,41575.79,0.6477,29562.29,0.12,186.9,3.7
Ford,E350,Julie,Female,Female,41,hardware,Portugal,Atães,41.4548181,-8.2493359,Indigo,TRUE,01/11/2008,67192.05,0.3344,7075.76,0.14,149.4,4.9
Suzuki,Vitara,Astrix,Female,Female,66,Inverse,Denmark,København,55.6764108,12.5859351,Turquoise,TRUE,07/07/2008,20621.74,0.4002,26792.04,0.11,167.9,3.9
Porsche,911,Jilleen,Female,Female,46,Focused,Mexico,Las Americas,19.3999682,-99.2047894,Khaki,TRUE,06/11/2002,76887.95,0.6252,12677.78,0.03,139.9,8.9
Honda,Pilot,Gwen,Male,Female,21,Grass-roots,Indonesia,Krajan Tegalombo,-7.9110809,111.4253892,Red,TRUE,12/03/2009,40528.3,0.6477,32067.59,0.03,208.4,12.8
Subaru,SVX,Lucille,Female,Female,29,24-Jul,Honduras,Mangulile,15.0365207,-86.8195237,Turquoise,FALSE,23/09/2019,38322.42,0.5537,20077.65,0.05,181.8,12.5
Dodge,Caravan,Ira,Female,Male,24,executive,Malaysia,Shah Alam,2.9878652,101.549066,Turquoise,FALSE,13/12/2006,97248.47,0.1212,25509.62,0.02,144.6,12.4
Dodge,Ram 2500 Club,Yuma,Male,Male,46,Team-oriented,Nicaragua,El Viejo,12.6583137,-87.1672193,Crimson,FALSE,09/12/2012,31458.51,0.1903,40870.66,0.1,210.7,10
Audi,80,Bee,Male,Female,62,3rd generation,Poland,Czarna,50.0672776,21.2406149,Red,TRUE,06/10/2019,78182.73,0.1986,48981.56,0.17,222,6.8
Chevrolet,Astro,Alisa,Female,Female,32,eco-centric,Indonesia,Waru,-7.3511436,112.7688416,Turquoise,TRUE,12/04/2008,22257.81,0.2306,14765.56,0.04,138.8,5.6
Pontiac,Grand Prix,Mikey,Male,Male,52,bottom-line,Poland,Gubin,51.9784524,14.7217993,Turquoise,TRUE,15/07/2013,33534.04,0.1854,24617.35,0.13,166,3
Lexus,ES,Isaac,Female,Male,51,Intuitive,China,Fuling,29.703113,107.389298,Green,TRUE,19/10/2007,22616.55,0.411,48138.62,0.03,172,4
Toyota,TundraMax,Shir,Male,Female,75,workforce,United States,Austin,30.181965,-97.9701846,Puce,FALSE,17/06/2003,46348,0.1271,30279.83,0.24,191.2,2.9
Lexus,LS,Simeon,Male,Male,36,system-worthy,Palestinian Territory,An Naşr,32.119799,34.986653,Indigo,TRUE,09/06/2012,66781.81,0.6901,8949.75,0.07,200.8,13.9
Chevrolet,Colorado,Tierney,Male,Female,70,local area network,Ukraine,Krynychky,48.3694747,34.4573326,Teal,TRUE,17/10/2014,52262.4,0.2999,18357.76,0.03,207.7,9.6
Chevrolet,3500,Dillon,Female,Male,22,Compatible,China,Xiling,36.617134,101.778223,Pink,TRUE,07/06/2006,91190.69,0.0795,10638.45,0.19,161.8,12.1
Porsche,944,Tome,Female,Male,63,Progressive,China,Shangjing,24.390595,114.522393,Orange,FALSE,06/11/2010,88833.77,0.2933,27683.59,0.16,217.7,2.9
Chevrolet,Avalanche,Katine,Female,Female,44,hub,China,Jinglou,30.274084,120.15507,Red,TRUE,15/10/2012,57473.27,0.648,24555.37,0.18,167.9,11.8
Porsche,928,Kit,Male,Female,32,Intuitive,Honduras,Jamalteca,14.6965,-87.578697,Crimson,FALSE,30/12/2002,21925.93,0.2962,25598.06,0.18,206.3,10.4
Ford,E-Series,Pierre,Male,Male,21,Phased,Afghanistan,Pul-e Sangī,34.5107638,69.1173623,Blue,TRUE,19/11/2011,96052.51,0.4403,19213.78,0.16,166.1,9.4
Ford,Probe,Orren,Male,Male,64,modular,Czech Republic,Luka nad Jihlavou,49.374032,15.7019393,Turquoise,FALSE,16/04/2009,84173.66,0.2374,2929.1,0.07,238.9,7
GMC,Rally Wagon 3500,Franklin,Male,Male,47,systematic,Thailand,Selaphum,16.0332128,103.9344076,Goldenrod,FALSE,06/12/2014,59289.68,0.5075,21314,0.22,204.4,9.8
Land Rover,Discovery,Ag,Male,Female,34,artificial intelligence,United States,Rochester,43.153975,-77.6120835,Pink,TRUE,21/03/2013,83255.47,0.3333,28906.68,0.04,163.3,7.2
Mitsubishi,Endeavor,Vallie,Female,Female,23,bandwidth-monitored,Argentina,Fray Luis A. Beltrán,-34.6787774,-58.6694618,Pink,FALSE,22/08/2011,11687.59,0.3665,42806.91,0.14,173.8,11.9
Mercury,Mariner,Linea,Male,Female,47,hybrid,China,Shunde,22.80524,113.293359,Teal,FALSE,11/05/2010,45364.63,0.4158,15574.08,0.03,242.2,3.9
Land Rover,Range Rover,Archaimbaud,Male,Male,72,artificial intelligence,Democratic Republic of the Congo,Nioki,-2.7180891,17.6866471,Purple,TRUE,03/09/2009,94433.94,0.1853,30633.22,0.25,177,2.7
Mazda,Familia,Ardelis,Male,Female,57,architecture,China,Luxi,27.630806,114.029827,Pink,TRUE,04/03/2008,98078.56,0.4331,3534.46,0.08,160.7,10.3
Jeep,Comanche,Laural,Female,Female,30,Monitored,Brazil,Pelotas,-31.7653989,-52.3375886,Purple,TRUE,19/12/2010,83142.27,0.4749,28338.85,0.19,164.2,5.8
Dodge,Ram 3500,Etta,Male,Female,20,Programmable,Brazil,Piracaia,-23.0530355,-46.3598167,Purple,FALSE,10/07/2012,38674.94,0.1045,11234.25,0.06,121.4,5.4
Isuzu,Ascender,Anson,Male,Male,37,static,Russia,Gaptsakh,41.6690275,48.3784919,Goldenrod,FALSE,13/03/2013,32028.3,0.3864,18930.87,0.07,131.8,5.9
BMW,7 Series,Tracey,Male,Female,63,Quality-focused,China,Jimo,36.389401,120.44716,Red,TRUE,23/10/2008,26640.1,0.4915,22144.44,0.08,187.8,7.7
Buick,Park Avenue,Geordie,Male,Male,54,knowledge user,China,Qidi,30.1787074,121.1174238,Blue,TRUE,22/06/2019,25069.96,0.4473,5077.12,0.16,180.5,2.7
Lotus,Elise,Christian,Male,Male,64,implementation,Croatia,Smokvica,44.3200232,15.1873721,Red,FALSE,29/07/2003,97564.92,0.5419,9933.12,0.18,165.3,7.7
Lexus,SC,Marcelo,Female,Male,41,neural-net,China,Shiling,23.460728,113.151596,Khaki,FALSE,11/09/2012,85298.98,0.5326,15337.77,0.17,191.4,7.2
Toyota,Camry,Hesther,Female,Female,70,Synchronised,China,Shuiying,21.736011,108.34987,Khaki,FALSE,15/04/2018,11065.17,0.1921,30899.76,0.24,183.6,13.6
BMW,M5,Antonius,Male,Male,43,workforce,Thailand,Phan Thong,13.4712468,101.0978724,Goldenrod,TRUE,15/01/2018,57077.71,0.5618,30926.07,0.03,226.7,13.5
Nissan,Altima,Galven,Female,Male,21,Fully-configurable,Russia,Votkinsk,57.0384344,54.0037032,Blue,FALSE,12/02/2013,50856.51,0.236,23048.47,0.03,205.8,5.2
Toyota,Echo,Elga,Male,Female,68,high-level,China,Shangsanji,38.322854,114.245006,Goldenrod,FALSE,16/10/2012,52153.05,0.639,42287.14,0.24,141.9,8.5
Kia,Sephia,Winifred,Female,Female,48,array,Philippines,Acao,14.7127327,121.0279622,Crimson,TRUE,21/03/2005,39366.47,0.2066,5158.77,0.22,176.7,12.3
Toyota,TundraMax,Rand,Female,Male,73,interactive,Portugal,Alqueva,38.2170269,-7.5422129,Indigo,FALSE,23/11/2020,67482.34,0.5452,49869.32,0.23,122.3,4.9
Ford,Expedition,Nehemiah,Male,Male,36,demand-driven,Honduras,Duyure,13.634726,-86.8107363,Teal,TRUE,19/12/2006,73533.53,0.3686,23813.37,0.12,197.7,6.4
Bentley,Arnage,Charlie,Female,Male,66,tangible,Sweden,Falun,60.60646,15.6355,Mauv,FALSE,02/05/2003,35116.61,0.2069,23663.88,0.23,164.1,8.8
Nissan,Altima,Gilles,Female,Male,46,concept,France,Le Mans,47.9909521,0.1971772,Yellow,FALSE,28/07/2014,25615,0.2696,18897.27,0.25,151.4,9.4
Honda,Insight,Alyss,Female,Female,51,Fundamental,Guatemala,Esquipulas,14.563755,-89.352441,Maroon,FALSE,14/06/2014,29425.65,0.6321,12785.95,0.24,131.6,10.1
Ford,F250,Vikki,Male,Female,46,tertiary,Syria,Qarqania,36.13848,36.61247,Goldenrod,TRUE,13/04/2020,78000.37,0.1126,46839.63,0.13,182.8,6.8
Lexus,LX,Baron,Male,Male,49,Multi-lateral,Belarus,Nyakhachava,52.644,25.2027,Violet,TRUE,26/06/2017,55022.72,0.0265,3417.59,0.11,163.6,7
Dodge,Caliber,Norrie,Female,Female,72,zero tolerance,China,Shikou,28.830236,116.634058,Orange,TRUE,21/12/2014,27257.29,0.3975,46705,0.16,126.5,3
Toyota,Tacoma,Efrem,Male,Male,64,multimedia,Mongolia,Hujirt,46.9063815,102.7636515,Yellow,FALSE,04/02/2008,33585.96,0.6939,48109.28,0.03,120.5,2.7
Audi,5000S,Erik,Female,Male,65,artificial intelligence,Czech Republic,Jirny,50.1249419,14.6929755,Green,TRUE,30/05/2012,33835.97,0.4779,47342.09,0.19,167.7,13.9
Hyundai,Accent,Bebe,Male,Female,61,well-modulated,Nepal,Janakpur,26.7271466,85.9406745,Aquamarine,TRUE,15/02/2017,89608.04,0.382,12161.16,0.21,232.6,6.5
Mazda,MPV,Charla,Female,Female,58,6th generation,Mexico,La Soledad,19.7267712,-101.1850967,Turquoise,TRUE,16/08/2005,36686.41,0.4487,49413.29,0.14,173.9,3.7
Pontiac,Firebird,Eb,Female,Male,75,service-desk,United States,Dallas,32.6901244,-96.937016,Blue,TRUE,16/02/2011,55318.6,0.5858,21866.41,0.16,215,2.1
Toyota,MR2,Gallagher,Female,Male,25,Innovative,Poland,Wilków,51.1146113,17.649817,Goldenrod,FALSE,12/02/2010,37193.04,0.5294,3013.53,0.23,174.3,6.8
Nissan,Altima,Noak,Female,Male,71,User-friendly,China,Shangjie,34.80278,113.308961,Purple,FALSE,18/11/2017,81078.74,0.6959,15120.79,0.02,134.3,9
GMC,Savana 1500,Kathrine,Male,Female,61,artificial intelligence,China,Mingshan,30.069954,103.109184,Orange,TRUE,13/05/2018,50927.13,0.6315,10351,0.08,150.7,11.8
Lamborghini,Diablo,Roscoe,Female,Male,66,moderator,China,Wangjiaping,29.507848,106.513904,Yellow,FALSE,26/11/2018,90703.69,0.0638,16584.79,0.19,183.8,4.1
Scion,xB,Stephanie,Male,Female,55,model,Greece,Eláteia,38.6276904,22.7650721,Indigo,TRUE,15/07/2004,59905.53,0.0648,7582.83,0.07,201.2,2.1
Mazda,B-Series,Falkner,Female,Male,60,reciprocal,Mozambique,Tete,-16.1328104,33.6063855,Fuscia,TRUE,02/05/2003,88454.35,0.5494,49442.26,0.11,246.1,7.6
Lexus,LS,Dominick,Female,Male,53,Face to face,China,Wujiayao,40.8536972,111.6568972,Green,TRUE,03/02/2013,72821.58,0.2081,45001.13,0.2,194.8,14.9
Toyota,Camry,Bernardine,Female,Female,46,fault-tolerant,Indonesia,Margahayu,-6.9757129,107.5801033,Khaki,TRUE,08/04/2005,79878.5,0.5917,23118.92,0.12,233,2.1
Volvo,S60,Lotty,Male,Female,48,grid-enabled,Uzbekistan,Jomboy,39.7032415,67.1060353,Pink,FALSE,30/08/2010,42839.83,0.4013,28156.62,0.07,126.7,6.5
Kia,Rio5,Trey,Female,Male,72,model,Colombia,Zipaquirá,5.021476,-73.990955,Purple,TRUE,29/07/2005,91203.73,0.0439,20269.37,0.05,212.3,4
Nissan,Datsun/Nissan Z-car,Seana,Male,Female,30,Face to face,Mexico,Tierra y Libertad,19.0561748,-98.2151462,Khaki,FALSE,23/05/2014,87358.48,0.4974,37681.08,0.22,243.9,9.2
Kia,Sephia,Lucilia,Male,Female,37,real-time,China,Jinchuan,38.521085,102.194089,Fuscia,FALSE,25/02/2017,54479.71,0.6845,8472.17,0.2,158.2,5.2
Mitsubishi,Tredia,Humberto,Male,Male,34,next generation,China,Daluo,23.348395,111.023398,Teal,FALSE,24/04/2011,30921.8,0.6695,29105.62,0.15,192.9,11.9
GMC,3500 Club Coupe,Renato,Female,Male,68,bandwidth-monitored,Indonesia,Parungjawa,-6.4306844,106.7175669,Fuscia,TRUE,26/09/2014,66519.66,0.1623,41169.64,0.06,208.7,12.4
Mitsubishi,Montero Sport,Suellen,Female,Female,66,User-centric,Indonesia,Gerdu,-6.7297651,110.6779776,Goldenrod,FALSE,21/11/2017,98476.41,0.5778,24802.96,0.04,206,14.8
Bentley,Continental GT,Lillian,Male,Female,57,logistical,Colombia,Neiva,2.9344837,-75.2809001,Green,FALSE,19/11/2007,28715.91,0.2312,19046.77,0.19,243.9,12.1
Audi,S6,Dael,Female,Female,57,foreground,Indonesia,Sadabumi,-7.2065356,108.7541564,Pink,FALSE,30/03/2017,57562.59,0.3261,25741.03,0.22,161.6,3.3
BMW,5 Series,Cheryl,Male,Female,64,infrastructure,China,Xiashu,32.169335,119.19095,Teal,FALSE,06/05/2016,17216.26,0.1441,2253.04,0.07,146.7,7.6
GMC,Jimmy,Jozef,Female,Male,45,installation,France,Lyon,43.0429124,1.9038837,Goldenrod,TRUE,23/01/2004,44497.85,0.0436,32502.02,0.04,128.8,13.5
Dodge,Ram 3500,Sullivan,Male,Male,34,emulation,China,Tianmuhu,31.323217,119.445437,Khaki,TRUE,17/01/2014,58319.13,0.6959,40900.4,0.22,244.7,9.3
Mercedes-Benz,SLR McLaren,Rosemonde,Female,Female,66,function,Japan,Nagareyama,35.8496818,139.8969749,Khaki,TRUE,05/07/2012,86678.95,0.1618,19111.31,0.06,131.4,6.8
Bentley,Continental,Knox,Female,Male,64,info-mediaries,Slovenia,Beltinci,46.6079153,16.2365127,Aquamarine,TRUE,29/12/2003,72096.11,0.2559,11069.22,0.17,171.3,2.7
Hyundai,Azera,Alfreda,Female,Female,37,multi-tasking,Russia,Kstovo,56.0978911,44.2206243,Fuscia,TRUE,03/05/2015,19259.11,0.5386,32701.1,0.15,129.4,2.9
Toyota,Avalon,Cherise,Female,Female,75,orchestration,Portugal,Quinta dos Frades,39.7553682,-8.7451818,Red,FALSE,04/09/2014,58015.13,0.3967,44998.32,0.05,156.9,8.8
Toyota,Sienna,Ty,Female,Male,22,success,Samoa,Nofoali‘i,-13.8223647,-171.9596279,Blue,TRUE,08/05/2002,48896.28,0.6006,12965.2,0.22,241.1,11.3
Audi,A6,Allayne,Male,Male,50,bi-directional,Guadeloupe,Pointe-à-Pitre,16.2676129,-61.527249,Goldenrod,FALSE,13/03/2010,42126.26,0.5641,27325.76,0.04,242.8,10.9
Ford,F250,Wye,Male,Male,49,even-keeled,Finland,Viljakkala,61.7016711,23.2638837,Mauv,FALSE,22/04/2007,76574.13,0.0375,48656.69,0.2,133.3,11
Pontiac,Firebird,Hadria,Female,Female,35,budgetary management,Mexico,Cuauhtemoc,18.8086564,-99.2037508,Orange,TRUE,09/07/2010,63464.42,0.3314,11759.23,0.05,127.1,11.3
Cadillac,Eldorado,Geraldine,Female,Female,36,support,Burkina Faso,Diapaga,12.0718334,1.7879685,Maroon,FALSE,17/06/2006,40648.94,0.3525,15058.41,0.08,165.1,14.2
Mitsubishi,Eclipse,Ella,Male,Female,29,intangible,Mexico,La Loma,19.6786236,-101.1808488,Aquamarine,FALSE,05/10/2009,17122.08,0.4326,35467.93,0.07,188.3,7.7
Lexus,CT,Diandra,Female,Female,44,product,Peru,Cochabamba,-9.483333,-77.866667,Green,FALSE,01/02/2018,97903.25,0.5305,38460.36,0.25,215.9,11.7
